# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:24:32
# SEK
#----------------------------

"4851","ENST00000312635.10"
"4.883640e+01","8.743003e+04"
"    6.425776","1.105504e+04"
"3.018334e+01","1.284730e+04"
"2.829457e+00","7.919342e+03"
"1.918886e+01","1.297087e+04"
"0.000000e+00","6.530698e+03"
"3.469047e+01","2.054768e+04"
"3.790652e+00","6.978493e+03"
"1.508548e+00","3.232307e+03"
"0.000000e+00","3.111838e+03"
"    0.000000","1.065613e+03"
"    0.000000","1.929853e+03"
"    0.000000","4.737317e+04"
"   11.483069","2.228825e+03"
"    0.000000","9.744813e+02"
"    1.415779","8.402647e+02"
"0.000000e+00","1.702092e+03"
"0.000000e+00","2.461266e+03"
"    0.00000","1.651863e+03"
"    0.000000","1.518619e+03"
"    8.360769","1.802793e+03"
"    0.000000","1.655091e+03"
"0.000000e+00","1.679709e+03"
"9.123512e-01","4.172799e+04"
"9.489369e-01","1.783685e+03"
"    0.000000","8.791803e+02"
"    6.718453","1.426191e+03"
"    0.000000","6.485082e+02"
"9.669471e-01","1.486452e+03"
"    0.000000","    843.5232"
"4.359066e+00","5.845232e+04"
"2.850032e+00","1.844036e+03"
"    0.000000","6.492719e+02"
"    0.000000","2.211654e+03"
"    0.000000","1.053297e+03"
"    2.349239","2.266613e+03"
"    9.183879","1.511203e+03"
"    0.000000","1.654960e+03"
"0.000000e+00","3.390131e+03"
"    0.000000","1.825978e+03"
"    0.000000","1.311847e+03"
"    0.000000","1.449114e+03"
"    0.000000","2.160555e+03"
"    2.485807","1.212481e+03"
"2.513437e+00","1.727729e+03"
"4.464424e+01","6.934914e+04"
"    7.562197","1.761232e+03"
"3.011615e+00","1.553933e+03"
"   14.088089","2.815656e+03"
"6.671731e+00","2.028905e+03"
"    0.000000","1.301404e+03"
"    0.000000","1.564649e+03"
"    0.000000","8.324452e+04"
"    0.000000","2.095602e+03"
"    0.000000","1.146839e+03"
"    2.160325","1.915891e+03"
"0.000000e+00","2.525917e+03"
"    4.341078","2.401052e+03"
