# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:41
# SEK
#----------------------------

"727","ENST00000219281.7"
"5.569064e+00","2.445439e+04"
"   10.709627","1.417379e+03"
"0.000000e+00","1.680328e+03"
"2.192829e+01","5.802116e+02"
"3.997680e+00","1.355366e+03"
"0.000000e+00","1.103332e+03"
"0.000000e+00","8.971821e+03"
"0.000000e+00","5.564290e+02"
"0.000000e+00","3.209053e+02"
"0.000000e+00","2.552020e+02"
"    0.000000","4.026075e+02"
"    0.000000","3.719951e+02"
"    2.273931","3.241561e+04"
"    0.000000","3.890755e+02"
"    0.000000","2.477967e+02"
"    0.000000","4.454971e+02"
"0.000000e+00","4.706379e+02"
"0.000000e+00","3.674651e+02"
"    1.09708","2.006011e+02"
"    0.000000","2.554303e+02"
"    2.090192","3.070057e+02"
"    0.000000","3.498343e+02"
"0.000000e+00","2.719669e+02"
"3.193229e+00","9.766970e+03"
"4.744685e+00","3.959538e+02"
"    0.000000","2.539086e+02"
"    0.000000","2.914476e+02"
"    0.000000","6.750014e+02"
"2.900841e+00","3.726901e+02"
"    0.000000","    345.9456"
"1.743626e+00","2.121326e+04"
"0.000000e+00","3.999026e+02"
"    2.362669","3.044972e+02"
"    0.000000","2.771427e+02"
"    0.000000","9.178526e+02"
"    0.000000","3.911606e+02"
"    1.020431","2.712183e+02"
"    0.000000","2.699977e+02"
"0.000000e+00","1.197628e+03"
"    0.000000","3.088803e+02"
"    1.311524","3.132485e+02"
"    0.000000","2.894468e+02"
"    2.471737","6.276274e+02"
"    1.242904","3.227193e+02"
"0.000000e+00","1.002337e+03"
"0.000000e+00","1.793741e+04"
"    0.000000","4.685640e+02"
"0.000000e+00","2.753953e+02"
"    0.000000","5.067197e+02"
"8.339664e-01","4.626879e+02"
"    2.636494","3.863149e+02"
"    0.000000","3.623303e+02"
"    1.020009","3.431624e+04"
"    0.000000","7.535170e+02"
"    0.000000","3.026570e+02"
"    0.000000","3.663616e+02"
"9.809206e-01","4.294208e+02"
"    1.447026","4.481030e+02"
