# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:34
# SEK
#----------------------------

"2758","ENST00000555997.1"
"2.013431e+01","1.076760e+05"
"    0.000000","5.728898e+03"
"1.724762e+00","4.335502e+03"
"1.414728e+00","2.467542e+03"
"7.995359e-01","4.148842e+03"
"0.000000e+00","3.747292e+03"
"8.162464e-01","5.340403e+04"
"0.000000e+00","2.498790e+03"
"5.279918e+00","1.710166e+03"
"0.000000e+00","1.819565e+03"
"    0.000000","2.851883e+03"
"    0.000000","2.898890e+03"
"    0.000000","9.724230e+04"
"    1.043915","3.713695e+03"
"    0.000000","2.219961e+03"
"    4.247336","2.827938e+03"
"0.000000e+00","3.246102e+03"
"0.000000e+00","2.977967e+03"
"    0.00000","2.281734e+03"
"    4.197348","1.921887e+03"
"    2.090192","2.440657e+03"
"    0.000000","2.631521e+03"
"0.000000e+00","2.265654e+03"
"0.000000e+00","5.845624e+04"
"0.000000e+00","3.844461e+03"
"    1.317490","2.363769e+03"
"    1.343691","2.743213e+03"
"    3.358653","5.326291e+03"
"9.669471e-01","3.150272e+03"
"    6.718677","   2642.8897"
"0.000000e+00","7.079609e+04"
"2.850032e+00","2.969259e+03"
"    0.000000","3.087666e+03"
"   74.767909","2.171408e+03"
"    0.000000","3.511471e+03"
"    0.000000","2.806997e+03"
"    0.000000","2.682249e+03"
"    7.851433","2.159982e+03"
"2.971688e+00","1.448086e+03"
"    0.000000","2.730434e+03"
"    1.311524","1.577633e+03"
"    1.380711","2.343768e+03"
"    2.471737","3.334711e+03"
"    0.000000","2.726369e+03"
"0.000000e+00","3.517071e+03"
"1.847348e+01","1.342802e+05"
"    2.160628","3.206594e+03"
"0.000000e+00","1.854524e+03"
"    5.418496","2.641830e+03"
"3.335866e+00","3.218949e+03"
"    1.318247","3.309236e+03"
"    0.000000","2.307472e+03"
"    0.000000","6.299187e+04"
"    0.000000","4.132160e+03"
"    1.106258","1.703294e+03"
"    3.240488","3.655358e+03"
"1.961841e+00","2.802771e+03"
"    2.170539","2.870660e+03"
