# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:30
# SEK
#----------------------------

"4118","ENST00000361624.2"
"1.585041e+01","2.129464e+06"
"    0.000000","1.327535e+05"
"2.587144e+00","1.427652e+05"
"0.000000e+00","1.673046e+05"
"5.596751e+00","1.578791e+05"
"0.000000e+00","1.770346e+05"
"5.142352e+01","1.004623e+06"
"1.516261e+00","1.286642e+05"
"1.508548e+00","1.122391e+05"
"0.000000e+00","9.636816e+04"
"    0.000000","5.674268e+04"
"    0.000000","5.320043e+04"
"    0.000000","2.003725e+06"
"    0.000000","7.705899e+04"
"    0.000000","1.061841e+05"
"    1.415779","6.751264e+04"
"9.088232e-01","9.383018e+04"
"9.250488e-01","7.626401e+04"
"    1.09708","5.455359e+04"
"    0.000000","7.336763e+04"
"    1.045096","1.029339e+05"
"    0.000000","1.100809e+05"
"0.000000e+00","6.587790e+04"
"0.000000e+00","9.297414e+05"
"0.000000e+00","9.143580e+04"
"    0.000000","5.048896e+04"
"    0.000000","1.136846e+05"
"    1.679327","5.700652e+04"
"0.000000e+00","4.902562e+04"
"    0.000000","  54007.9501"
"0.000000e+00","1.760141e+06"
"0.000000e+00","5.946400e+04"
"    0.000000","7.368672e+04"
"    0.000000","4.109303e+04"
"    0.000000","1.249591e+05"
"    0.000000","5.767015e+04"
"    0.000000","1.079839e+05"
"    0.000000","5.810407e+04"
"0.000000e+00","3.598350e+04"
"    0.000000","5.784510e+04"
"    0.000000","4.692652e+04"
"    0.000000","4.167564e+04"
"    0.000000","6.439263e+04"
"    0.000000","6.076256e+04"
"0.000000e+00","5.175119e+04"
"6.019275e+02","4.798389e+06"
"    0.000000","6.987816e+04"
"1.204646e+01","4.187181e+04"
"    2.167398","8.252316e+04"
"0.000000e+00","6.325046e+04"
"    0.000000","8.064680e+04"
"    0.000000","1.054336e+05"
"    0.000000","2.758743e+06"
"    1.262759","5.122978e+04"
"    0.000000","6.016021e+04"
"    0.000000","1.007217e+05"
"0.000000e+00","7.886459e+04"
"    0.000000","8.889043e+04"
