# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:34
# SEK
#----------------------------

"2758","ENST00000577894.1"
"2.013431e+01","1.038850e+05"
"    0.000000","3.057994e+04"
"1.724762e+00","2.831733e+04"
"1.414728e+00","1.676556e+04"
"7.995359e-01","2.015062e+04"
"0.000000e+00","1.882331e+04"
"8.162464e-01","1.127490e+05"
"0.000000e+00","1.438812e+04"
"5.279918e+00","8.188067e+03"
"0.000000e+00","5.394895e+03"
"    0.000000","3.461080e+03"
"    0.000000","3.650073e+03"
"    0.000000","1.838938e+05"
"    1.043915","6.673557e+03"
"    0.000000","2.935509e+03"
"    4.247336","3.199647e+03"
"0.000000e+00","5.147422e+03"
"0.000000e+00","4.819043e+03"
"    0.00000","5.183433e+03"
"    4.197348","3.580131e+03"
"    2.090192","6.727965e+03"
"    0.000000","5.199104e+03"
"0.000000e+00","4.958789e+03"
"0.000000e+00","1.274073e+05"
"0.000000e+00","5.491114e+03"
"    1.317490","6.438398e+03"
"    1.343691","4.800373e+03"
"    3.358653","3.569675e+03"
"9.669471e-01","6.957599e+03"
"    6.718677","   4701.7153"
"0.000000e+00","1.926389e+05"
"2.850032e+00","7.376142e+03"
"    0.000000","4.063991e+03"
"   74.767909","3.724505e+03"
"    0.000000","3.125310e+03"
"    0.000000","5.755271e+03"
"    0.000000","4.555379e+03"
"    7.851433","8.325163e+03"
"2.971688e+00","7.261301e+03"
"    0.000000","5.623841e+03"
"    1.311524","3.910860e+03"
"    1.380711","6.270095e+03"
"    2.471737","5.539341e+03"
"    0.000000","7.166043e+03"
"0.000000e+00","1.005132e+04"
"1.847348e+01","1.877832e+05"
"    2.160628","5.949116e+03"
"0.000000e+00","5.466890e+03"
"    5.418496","6.165090e+03"
"3.335866e+00","6.940318e+03"
"    1.318247","5.867629e+03"
"    0.000000","2.894102e+03"
"    0.000000","1.752063e+05"
"    0.000000","4.415197e+03"
"    1.106258","5.434933e+03"
"    3.240488","8.454094e+03"
"1.961841e+00","4.929781e+03"
"    2.170539","6.788060e+03"
