# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:51
# SEK
#----------------------------

"4118","ENST00000361739.1"
"1.585041e+01","9.629389e+05"
"    0.000000","7.496878e+04"
"2.587144e+00","9.104630e+04"
"0.000000e+00","1.300608e+05"
"5.596751e+00","9.652422e+04"
"0.000000e+00","1.305326e+05"
"5.142352e+01","4.655955e+05"
"1.516261e+00","8.671554e+04"
"1.508548e+00","4.428493e+04"
"0.000000e+00","3.641695e+04"
"    0.000000","2.225776e+04"
"    0.000000","1.713849e+04"
"    0.000000","4.528763e+05"
"    0.000000","1.933143e+04"
"    0.000000","3.016344e+04"
"    1.415779","2.396645e+04"
"9.088232e-01","2.964658e+04"
"9.250488e-01","2.456467e+04"
"    1.09708","1.646910e+04"
"    0.000000","2.552743e+04"
"    1.045096","3.208171e+04"
"    0.000000","2.752456e+04"
"0.000000e+00","1.837951e+04"
"0.000000e+00","5.137056e+05"
"0.000000e+00","3.374616e+04"
"    0.000000","2.566723e+04"
"    0.000000","3.727926e+04"
"    1.679327","2.579404e+04"
"0.000000e+00","1.770888e+04"
"    0.000000","  25001.3094"
"0.000000e+00","3.823692e+05"
"0.000000e+00","2.008408e+04"
"    0.000000","3.219454e+04"
"    0.000000","1.261502e+04"
"    0.000000","3.496341e+04"
"    0.000000","2.108471e+04"
"    0.000000","3.222781e+04"
"    0.000000","2.310929e+04"
"0.000000e+00","1.881915e+04"
"    0.000000","2.577444e+04"
"    0.000000","1.563964e+04"
"    0.000000","1.619211e+04"
"    0.000000","2.347256e+04"
"    0.000000","2.296406e+04"
"0.000000e+00","1.603675e+04"
"6.019275e+02","1.213264e+06"
"    0.000000","2.239002e+04"
"1.204646e+01","1.577195e+04"
"    2.167398","3.406173e+04"
"0.000000e+00","1.889458e+04"
"    0.000000","2.640266e+04"
"    0.000000","3.002710e+04"
"    0.000000","6.140403e+05"
"    1.262759","2.069266e+04"
"    0.000000","2.273796e+04"
"    0.000000","3.302735e+04"
"0.000000e+00","2.203219e+04"
"    0.000000","2.723626e+04"
