# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:45
# SEK
#----------------------------

"4666","ENST00000336440.3"
"0.000000e+00","7.828026e+04"
"    0.000000","2.903605e+03"
"0.000000e+00","2.379773e+03"
"9.903098e+00","1.342880e+03"
"1.599072e+00","2.000222e+03"
"0.000000e+00","2.164463e+03"
"0.000000e+00","4.472392e+04"
"0.000000e+00","1.209880e+03"
"7.542741e-01","1.137453e+03"
"0.000000e+00","1.120887e+03"
"    1.218486","2.355110e+03"
"    0.000000","2.299793e+03"
"    0.000000","8.045467e+04"
"    1.043915","3.011536e+03"
"    1.282361","1.897918e+03"
"    0.000000","2.192436e+03"
"3.635293e+00","2.637593e+03"
"0.000000e+00","2.370525e+03"
"    0.00000","1.892089e+03"
"    2.098674","1.540795e+03"
"    1.045096","1.972839e+03"
"    0.000000","2.108140e+03"
"0.000000e+00","1.717298e+03"
"0.000000e+00","4.340876e+04"
"0.000000e+00","3.240310e+03"
"    2.634980","2.139224e+03"
"    2.687381","2.473800e+03"
"    1.679327","4.857476e+03"
"9.669471e-01","2.674177e+03"
"    3.359339","   2385.6769"
"1.046176e+01","5.783545e+04"
"1.900022e+00","2.630824e+03"
"    0.000000","3.065917e+03"
"    0.000000","1.578707e+03"
"    0.000000","3.043178e+03"
"    0.000000","2.301932e+03"
"    0.000000","2.342092e+03"
"    0.000000","1.873197e+03"
"0.000000e+00","6.221701e+02"
"    0.000000","2.288445e+03"
"    0.000000","1.235908e+03"
"    0.000000","1.984778e+03"
"    0.000000","2.767907e+03"
"    0.000000","2.118987e+03"
"0.000000e+00","2.735147e+03"
"4.233505e+01","1.089646e+05"
"    1.080314","2.536683e+03"
"7.529037e-01","1.397485e+03"
"    1.083699","2.030159e+03"
"2.501899e+00","2.385214e+03"
"    0.000000","2.467890e+03"
"    0.000000","1.729923e+03"
"    0.000000","5.309742e+04"
"    0.000000","3.068426e+03"
"    0.000000","1.224200e+03"
"    0.000000","2.830293e+03"
"0.000000e+00","2.041423e+03"
"    0.723513","2.147494e+03"
