# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:35
# SEK
#----------------------------

"4666","ENST00000577894.1"
"0.000000e+00","1.038850e+05"
"    0.000000","3.057994e+04"
"0.000000e+00","2.831733e+04"
"9.903098e+00","1.676556e+04"
"1.599072e+00","2.015062e+04"
"0.000000e+00","1.882331e+04"
"0.000000e+00","1.127490e+05"
"0.000000e+00","1.438812e+04"
"7.542741e-01","8.188067e+03"
"0.000000e+00","5.394895e+03"
"    1.218486","3.461080e+03"
"    0.000000","3.650073e+03"
"    0.000000","1.838938e+05"
"    1.043915","6.673557e+03"
"    1.282361","2.935509e+03"
"    0.000000","3.199647e+03"
"3.635293e+00","5.147422e+03"
"0.000000e+00","4.819043e+03"
"    0.00000","5.183433e+03"
"    2.098674","3.580131e+03"
"    1.045096","6.727965e+03"
"    0.000000","5.199104e+03"
"0.000000e+00","4.958789e+03"
"0.000000e+00","1.274073e+05"
"0.000000e+00","5.491114e+03"
"    2.634980","6.438398e+03"
"    2.687381","4.800373e+03"
"    1.679327","3.569675e+03"
"9.669471e-01","6.957599e+03"
"    3.359339","   4701.7153"
"1.046176e+01","1.926389e+05"
"1.900022e+00","7.376142e+03"
"    0.000000","4.063991e+03"
"    0.000000","3.724505e+03"
"    0.000000","3.125310e+03"
"    0.000000","5.755271e+03"
"    0.000000","4.555379e+03"
"    0.000000","8.325163e+03"
"0.000000e+00","7.261301e+03"
"    0.000000","5.623841e+03"
"    0.000000","3.910860e+03"
"    0.000000","6.270095e+03"
"    0.000000","5.539341e+03"
"    0.000000","7.166043e+03"
"0.000000e+00","1.005132e+04"
"4.233505e+01","1.877832e+05"
"    1.080314","5.949116e+03"
"7.529037e-01","5.466890e+03"
"    1.083699","6.165090e+03"
"2.501899e+00","6.940318e+03"
"    0.000000","5.867629e+03"
"    0.000000","2.894102e+03"
"    0.000000","1.752063e+05"
"    0.000000","4.415197e+03"
"    0.000000","5.434933e+03"
"    0.000000","8.454094e+03"
"0.000000e+00","4.929781e+03"
"    0.723513","6.788060e+03"
