# Simulated random data filefor batch processing
# timestamp: 2020-04-29 14:23:32
# SEK
#----------------------------

"2758","ENST00000500989.2"
"2.013431e+01","1.291646e+05"
"    0.000000","6.801184e+03"
"1.724762e+00","1.234328e+04"
"1.414728e+00","2.077523e+04"
"7.995359e-01","1.637952e+04"
"0.000000e+00","2.509102e+04"
"8.162464e-01","8.980359e+04"
"0.000000e+00","1.928354e+04"
"5.279918e+00","7.245283e+03"
"0.000000e+00","7.963804e+03"
"    0.000000","7.568829e+03"
"    0.000000","5.990970e+03"
"    0.000000","1.324302e+05"
"    1.043915","3.541955e+03"
"    0.000000","7.654783e+03"
"    4.247336","6.913045e+03"
"0.000000e+00","5.402952e+03"
"0.000000e+00","4.917283e+03"
"    0.00000","7.541940e+03"
"    4.197348","9.758916e+03"
"    2.090192","5.081368e+03"
"    0.000000","6.972937e+03"
"0.000000e+00","7.076298e+03"
"0.000000e+00","1.358376e+05"
"0.000000e+00","2.769405e+03"
"    1.317490","4.529765e+03"
"    1.343691","4.804379e+03"
"    3.358653","3.627269e+03"
"9.669471e-01","5.006542e+03"
"    6.718677","   5075.7409"
"0.000000e+00","1.075845e+05"
"2.850032e+00","3.544887e+03"
"    0.000000","4.493348e+03"
"   74.767909","6.581910e+03"
"    0.000000","3.906277e+03"
"    0.000000","4.442278e+03"
"    0.000000","6.306959e+03"
"    7.851433","4.182866e+03"
"2.971688e+00","4.023234e+03"
"    0.000000","4.024830e+03"
"    1.311524","6.974051e+03"
"    1.380711","6.796362e+03"
"    2.471737","3.950879e+03"
"    0.000000","4.167189e+03"
"0.000000e+00","2.486151e+03"
"1.847348e+01","1.816420e+05"
"    2.160628","4.386986e+03"
"0.000000e+00","5.139346e+03"
"    5.418496","3.324016e+03"
"3.335866e+00","4.136635e+03"
"    1.318247","4.674327e+03"
"    0.000000","7.215731e+03"
"    0.000000","1.183723e+05"
"    0.000000","3.995327e+03"
"    1.106258","5.981887e+03"
"    3.240488","4.894080e+03"
"1.961841e+00","4.132710e+03"
"    2.170539","4.577552e+03"
